id,dia,categoria,tipo_logradouro,logradouro,numero,bairro,cep,subprefeitura,lat,lng,geocode_status,distrito
7715-1,Sábado,Tradicional,Rua,Cabral De Ataide,S/N,Lajeado,08451-120,Guaianases,-23.53770852,-46.39890287,painel_prefeitura,Lajeado
7726-7,Sábado,Tradicional,Rua,Margarida Cardoso Dos Santos,50,Cid São Mateus,03961-010,São Mateus,-23.6002168,-46.4807591,painel_prefeitura,Sao Mateus
7806-9,Sábado,Tradicional,Rua,Pablo Picasso,1,Perdizes,05033-120,Lapa,-23.5199493,-46.6831355,painel_prefeitura,Barra Funda
7846-8,Sábado,Tradicional,Rua,Flor Do Espirito Santo,10,Vila Jacui,08050-080,São Miguel,-23.5147181,-46.4544074,painel_prefeitura,Vila Jacui
7882-4,Sábado,Tradicional,Rua,Miguel Masi Neto,657,Jardim Das Palmas,05749-330,Campo Limpo,-23.6187242,-46.7479323,painel_prefeitura,Vila Andrade
7920-0,Sábado,Tradicional,Rua,Joao Felisberto Moreira,12,Vila Jacui,08060-140,São Miguel,-23.4996307,-46.4518336,painel_prefeitura,Vila Jacui
7930-8,Sábado,Tradicional,Rua,Daniel Bernardo,181,São Miguel,08010-100,São Miguel,-23.4945908,-46.4429308,painel_prefeitura,Sao Miguel
7973-1,Sábado,Tradicional,Rua,Piavunas,69,Bal São Francisco,04473-040,Cidade Ademar,-23.700665,-46.6504959,painel_prefeitura,Pedreira
7975-8,Sábado,Tradicional,Rua,Dronsfield,263,Lapa,05074-000,Lapa,-23.5189215,-46.7051909,painel_prefeitura,Lapa
7977-4,Sábado,Tradicional,Rua,São Felippe,737,Parque São Jorge,03085-010,Mooca,-23.5282869,-46.5706862,painel_prefeitura,Tatuape
7981-2,Sábado,Orgânica,Rua,Xavier De Almeida,112,Ipiranga,04211-000,Ipiranga,-23.5868536,-46.6086236,painel_prefeitura,Ipiranga
7985-5,Sábado,Tradicional,Rua,Joao Da Praia,55,Parque Dos Bancarios,03923-035,Sapopemba,-23.5924279,-46.5128217,painel_prefeitura,Sapopemba
